============================================================
Stage 1 | episodes=500 drop=0.0 lr=0.0001
[STEP] az=347.89 prev_primary=5 action=[3, 5] reward=-1.000
[STEP] az=347.89 prev_primary=3 action=[6, 2] reward=+1.911
[STEP] az=14.62 prev_primary=6 action=[2, 3] reward=+0.057
[STEP] az=9.65 prev_primary=2 action=[6, 4] reward=+1.860
[STEP] az=39.71 prev_primary=6 action=[2, 1] reward=+0.087
[STEP] az=49.61 prev_primary=2 action=[1, 4] reward=+0.999
[STEP] az=49.93 prev_primary=1 action=[2, 1] reward=-0.060
[STEP] az=50.22 prev_primary=2 action=[2, 5] reward=-0.103
[STEP] az=50.22 prev_primary=2 action=[6, 4] reward=+0.596
[STEP] az=39.70 prev_primary=6 action=[6, 1] reward=-0.546
[S1] Ep    1/500 | reward= +19.65 | success=34/50
  cases : leaf_fail=11  primary_fail=5  success=34
  avg   : Rprimary=+0.819(all)  Rangle=-0.805  Rbest=-0.625  R_bta=-0.003
  total : Rprimary=+41.0  Rangle=-27.4  Rbest=-21.3  R_bta=-0.1
[STEP] az=0.00 prev_primary=1 action=[3, 2] reward=+0.996
[STEP] az=39.22 prev_primary=3 action=[6, 1] reward=+1.315
[STEP] az=326.68 prev_primary=6 action=[1, 2] reward=+0.407
[STEP] az=326.68 prev_primary=1 action=[1, 2] reward=+0.407
[STEP] az=30.54 prev_primary=1 action=[1, 2] reward=+1.753
[STEP] az=31.17 prev_primary=1 action=[3, 4] reward=+1.609
[STEP] az=0.76 prev_primary=3 action=[6, 5] reward=+1.026
[STEP] az=0.76 prev_primary=6 action=[5, 6] reward=-1.000
[STEP] az=0.76 prev_primary=5 action=[1, 3] reward=+0.015
[STEP] az=352.81 prev_primary=1 action=[4, 3] reward=+1.241
[STEP] az=50.95 prev_primary=4 action=[4, 5] reward=+0.141
[STEP] az=50.95 prev_primary=4 action=[6, 4] reward=+1.918
[STEP] az=37.28 prev_primary=6 action=[1, 4] reward=+1.150
[STEP] az=17.91 prev_primary=1 action=[5, 3] reward=+0.756
[STEP] az=323.17 prev_primary=5 action=[5, 6] reward=-0.357
[STEP] az=26.56 prev_primary=5 action=[3, 5] reward=+0.548
[STEP] az=26.56 prev_primary=3 action=[5, 3] reward=-1.000
[STEP] az=26.56 prev_primary=5 action=[6, 3] reward=+0.812
[STEP] az=351.35 prev_primary=6 action=[5, 6] reward=-1.000
[STEP] az=351.35 prev_primary=5 action=[2, 4] reward=+0.045
[STEP] az=8.13 prev_primary=2 action=[2, 1] reward=+0.982
[STEP] az=11.97 prev_primary=2 action=[6, 1] reward=+1.693
[STEP] az=326.67 prev_primary=6 action=[1, 6] reward=-0.002
[STEP] az=22.07 prev_primary=1 action=[6, 3] reward=+0.589
[STEP] az=351.62 prev_primary=6 action=[6, 4] reward=+1.507
[STEP] az=37.28 prev_primary=6 action=[1, 3] reward=+0.406
[STEP] az=352.83 prev_primary=1 action=[6, 3] reward=+1.366
[STEP] az=351.35 prev_primary=6 action=[5, 3] reward=+0.895
[STEP] az=323.13 prev_primary=5 action=[2, 4] reward=+0.368
[STEP] az=8.14 prev_primary=2 action=[2, 4] reward=-0.018
[STEP] az=22.12 prev_primary=2 action=[1, 2] reward=+1.593
[STEP] az=32.04 prev_primary=1 action=[2, 3] reward=-0.002
[STEP] az=14.19 prev_primary=2 action=[2, 5] reward=+0.096
[STEP] az=14.19 prev_primary=2 action=[2, 5] reward=+0.096
[STEP] az=14.19 prev_primary=2 action=[6, 4] reward=+1.867
[STEP] az=37.24 prev_primary=6 action=[2, 4] reward=-0.367
[STEP] az=8.10 prev_primary=2 action=[3, 2] reward=+0.425
[STEP] az=39.23 prev_primary=3 action=[3, 2] reward=+0.724
[STEP] az=39.19 prev_primary=3 action=[3, 1] reward=+0.532
[STEP] az=352.85 prev_primary=3 action=[6, 1] reward=+1.745
[STEP] az=326.66 prev_primary=6 action=[1, 3] reward=+0.192
[STEP] az=343.20 prev_primary=1 action=[6, 3] reward=+1.502
[STEP] az=354.49 prev_primary=6 action=[3, 6] reward=+0.802
[STEP] az=355.70 prev_primary=3 action=[5, 2] reward=+0.286
[STEP] az=355.70 prev_primary=5 action=[3, 6] reward=-0.553
[STEP] az=355.70 prev_primary=3 action=[2, 1] reward=+0.932
[STEP] az=11.09 prev_primary=2 action=[2, 1] reward=+0.510
[STEP] az=10.97 prev_primary=2 action=[2, 4] reward=-0.720
[STEP] az=7.97 prev_primary=2 action=[3, 5] reward=-0.540
[STEP] az=7.97 prev_primary=3 action=[3, 4] reward=-0.432
[S1] Ep    2/500 | reward= +27.25 | success=39/50
  cases : leaf_fail=8  primary_fail=3  success=39
  avg   : Rprimary=+0.856(all)  Rangle=-0.894  Rbest=-0.543  R_bta=+0.056
  total : Rprimary=+42.8  Rangle=-34.9  Rbest=-21.2  R_bta=+2.2
[STEP] az=5.58 prev_primary=4 action=[2, 1] reward=+0.987
[STEP] az=356.83 prev_primary=2 action=[3, 1] reward=+1.999
[STEP] az=354.51 prev_primary=3 action=[3, 5] reward=-0.949
[STEP] az=324.54 prev_primary=3 action=[1, 3] reward=+0.206
[STEP] az=337.66 prev_primary=1 action=[6, 4] reward=-1.000
[STEP] az=337.66 prev_primary=6 action=[5, 1] reward=+1.458
[STEP] az=349.89 prev_primary=5 action=[3, 5] reward=+0.074
[STEP] az=349.89 prev_primary=3 action=[6, 3] reward=-1.000
[STEP] az=349.89 prev_primary=6 action=[4, 6] reward=+0.272
[STEP] az=349.89 prev_primary=4 action=[4, 5] reward=+1.011
[STEP] az=349.89 prev_primary=4 action=[4, 3] reward=+0.926
[STEP] az=16.82 prev_primary=4 action=[5, 3] reward=+1.458
[STEP] az=324.54 prev_primary=5 action=[4, 3] reward=+1.636
[STEP] az=20.22 prev_primary=4 action=[6, 1] reward=-1.000
[STEP] az=20.22 prev_primary=6 action=[6, 3] reward=-1.000
[STEP] az=20.22 prev_primary=6 action=[1, 4] reward=+0.741
[STEP] az=0.09 prev_primary=1 action=[4, 2] reward=+1.996
[STEP] az=5.59 prev_primary=4 action=[1, 3] reward=+0.025
[STEP] az=10.34 prev_primary=1 action=[4, 6] reward=+0.103
[STEP] az=10.34 prev_primary=4 action=[5, 6] reward=+1.068
[STEP] az=10.34 prev_primary=5 action=[3, 1] reward=+1.962
[STEP] az=354.49 prev_primary=3 action=[4, 2] reward=+1.838
[STEP] az=5.57 prev_primary=4 action=[4, 3] reward=+0.035
[STEP] az=21.17 prev_primary=4 action=[2, 4] reward=-0.600
[STEP] az=14.16 prev_primary=2 action=[6, 3] reward=-1.000
[STEP] az=14.16 prev_primary=6 action=[3, 4] reward=+0.649
[STEP] az=335.09 prev_primary=3 action=[2, 5] reward=+0.673
[STEP] az=335.09 prev_primary=2 action=[6, 4] reward=-1.000
[STEP] az=335.09 prev_primary=6 action=[2, 3] reward=+0.821
[STEP] az=352.28 prev_primary=2 action=[2, 5] reward=+0.382
[STEP] az=12.40 prev_primary=2 action=[5, 2] reward=+1.764
[STEP] az=34.17 prev_primary=5 action=[5, 1] reward=+1.571
[STEP] az=349.87 prev_primary=5 action=[4, 6] reward=+0.311
[STEP] az=349.87 prev_primary=4 action=[1, 4] reward=+0.223
[STEP] az=2.96 prev_primary=1 action=[2, 5] reward=+0.215
[STEP] az=13.40 prev_primary=2 action=[3, 4] reward=+1.255
[STEP] az=332.15 prev_primary=3 action=[2, 5] reward=+0.727
[STEP] az=332.15 prev_primary=2 action=[3, 1] reward=+1.921
[STEP] az=354.50 prev_primary=3 action=[1, 4] reward=+0.290
[STEP] az=3.28 prev_primary=1 action=[5, 3] reward=+1.424
[STEP] az=324.55 prev_primary=5 action=[5, 6] reward=-1.000
[STEP] az=324.55 prev_primary=5 action=[4, 6] reward=+0.665
[STEP] az=324.55 prev_primary=4 action=[4, 5] reward=+1.449
[STEP] az=14.54 prev_primary=4 action=[6, 2] reward=-1.000
[STEP] az=14.54 prev_primary=6 action=[5, 2] reward=+1.775
[STEP] az=34.18 prev_primary=5 action=[3, 1] reward=+1.783
[STEP] az=354.49 prev_primary=3 action=[5, 2] reward=+1.620
[STEP] az=34.17 prev_primary=5 action=[4, 6] reward=+0.000
[STEP] az=34.17 prev_primary=4 action=[2, 6] reward=+0.126
[STEP] az=34.17 prev_primary=2 action=[3, 4] reward=+1.623
[S1] Ep    3/500 | reward= +29.51 | success=31/50
  cases : leaf_fail=11  primary_fail=8  success=31
  avg   : Rprimary=+0.810(all)  Rangle=-0.730  Rbest=-0.306  R_bta=+0.234
  total : Rprimary=+40.5  Rangle=-22.6  Rbest=-9.5  R_bta=+7.2
[STEP] az=348.95 prev_primary=1 action=[1, 2] reward=+0.925
[STEP] az=349.59 prev_primary=1 action=[1, 2] reward=+0.939
[STEP] az=351.12 prev_primary=1 action=[3, 1] reward=+0.312
[STEP] az=351.98 prev_primary=3 action=[6, 4] reward=-1.143
[STEP] az=36.85 prev_primary=6 action=[4, 6] reward=+0.000
[STEP] az=36.92 prev_primary=4 action=[3, 6] reward=+1.489
[STEP] az=281.28 prev_primary=3 action=[1, 5] reward=+0.951
[STEP] az=348.08 prev_primary=1 action=[4, 1] reward=+1.901
[STEP] az=320.83 prev_primary=4 action=[3, 6] reward=+0.293
[STEP] az=320.83 prev_primary=3 action=[3, 6] reward=+0.293
[STEP] az=320.83 prev_primary=3 action=[5, 4] reward=+0.643
[STEP] az=78.77 prev_primary=5 action=[1, 5] reward=+1.145
[STEP] az=348.17 prev_primary=1 action=[6, 4] reward=+0.810
[STEP] az=36.86 prev_primary=6 action=[6, 4] reward=+1.135
[STEP] az=36.85 prev_primary=6 action=[4, 6] reward=+0.000
[STEP] az=36.85 prev_primary=4 action=[6, 4] reward=+1.135
[STEP] az=36.81 prev_primary=6 action=[6, 3] reward=-0.177
[STEP] az=281.28 prev_primary=6 action=[1, 2] reward=-0.001
[STEP] az=201.41 prev_primary=1 action=[2, 4] reward=+1.913
[STEP] az=319.28 prev_primary=2 action=[1, 4] reward=-0.001
[STEP] az=294.17 prev_primary=1 action=[1, 3] reward=+0.858
[STEP] az=352.01 prev_primary=1 action=[3, 2] reward=+1.707
[STEP] az=354.04 prev_primary=3 action=[5, 3] reward=+1.830
[STEP] az=322.93 prev_primary=5 action=[1, 6] reward=+0.002
[STEP] az=322.93 prev_primary=1 action=[3, 5] reward=+0.000
[STEP] az=322.92 prev_primary=3 action=[6, 3] reward=+0.926
[STEP] az=281.28 prev_primary=6 action=[1, 6] reward=+0.450
[STEP] az=281.28 prev_primary=1 action=[1, 2] reward=-0.001
[STEP] az=200.11 prev_primary=1 action=[4, 5] reward=+1.735
[STEP] az=134.92 prev_primary=4 action=[4, 6] reward=+1.329
[STEP] az=134.92 prev_primary=4 action=[4, 5] reward=+0.546
[STEP] az=136.92 prev_primary=4 action=[6, 1] reward=-0.862
[STEP] az=326.68 prev_primary=6 action=[4, 6] reward=+0.663
[STEP] az=326.68 prev_primary=4 action=[3, 4] reward=+0.557
[STEP] az=316.82 prev_primary=3 action=[5, 4] reward=+0.564
[STEP] az=78.74 prev_primary=5 action=[3, 1] reward=+1.174
[STEP] az=352.00 prev_primary=3 action=[3, 4] reward=+1.000
[STEP] az=321.13 prev_primary=3 action=[4, 6] reward=+0.743
[STEP] az=321.13 prev_primary=4 action=[2, 6] reward=+0.512
[STEP] az=321.13 prev_primary=2 action=[4, 6] reward=+0.743
[STEP] az=321.13 prev_primary=4 action=[4, 1] reward=+2.000
[STEP] az=330.51 prev_primary=4 action=[3, 6] reward=+0.428
[STEP] az=330.51 prev_primary=3 action=[5, 6] reward=+0.587
[STEP] az=330.51 prev_primary=5 action=[1, 3] reward=+0.139
[STEP] az=351.97 prev_primary=1 action=[1, 5] reward=+0.003
[STEP] az=348.12 prev_primary=1 action=[1, 6] reward=+0.101
[STEP] az=348.12 prev_primary=1 action=[3, 2] reward=+0.503
[STEP] az=355.74 prev_primary=3 action=[5, 4] reward=+0.606
[STEP] az=78.73 prev_primary=5 action=[3, 1] reward=+1.175
[STEP] az=351.97 prev_primary=3 action=[1, 4] reward=+0.291
[S1] Ep    4/500 | reward= +32.87 | success=37/50
  cases : leaf_fail=13  success=37
  avg   : Rprimary=+0.875(all)  Rangle=-0.855  Rbest=-0.531  R_bta=+0.037
  total : Rprimary=+43.8  Rangle=-31.6  Rbest=-19.7  R_bta=+1.4
[STEP] az=61.64 prev_primary=2 action=[4, 3] reward=-0.250
[STEP] az=339.91 prev_primary=4 action=[1, 6] reward=+0.052
[STEP] az=339.91 prev_primary=1 action=[2, 5] reward=+0.723
[STEP] az=339.91 prev_primary=2 action=[3, 4] reward=+0.809
[STEP] az=270.00 prev_primary=3 action=[2, 5] reward=+1.755
[STEP] az=313.77 prev_primary=2 action=[3, 2] reward=+1.114
[STEP] az=326.71 prev_primary=3 action=[4, 2] reward=+1.348
[STEP] az=326.79 prev_primary=4 action=[5, 4] reward=+0.514
[STEP] az=7.47 prev_primary=5 action=[2, 5] reward=+0.200
[STEP] az=312.28 prev_primary=2 action=[3, 5] reward=-0.787
[STEP] az=266.65 prev_primary=3 action=[3, 4] reward=+0.002
[STEP] az=270.00 prev_primary=3 action=[1, 3] reward=+1.344
[STEP] az=314.40 prev_primary=1 action=[2, 3] reward=+1.364
[STEP] az=307.45 prev_primary=2 action=[3, 2] reward=+0.359
[STEP] az=325.38 prev_primary=3 action=[6, 1] reward=+1.422
[STEP] az=327.40 prev_primary=6 action=[5, 4] reward=+0.055
[STEP] az=10.08 prev_primary=5 action=[4, 6] reward=-0.616
[STEP] az=10.08 prev_primary=4 action=[1, 4] reward=+0.349
[STEP] az=341.87 prev_primary=1 action=[5, 4] reward=+0.228
[STEP] az=5.42 prev_primary=5 action=[2, 3] reward=+0.345
[STEP] az=308.35 prev_primary=2 action=[5, 4] reward=-0.043
[STEP] az=11.43 prev_primary=5 action=[6, 5] reward=+0.237
[STEP] az=266.69 prev_primary=6 action=[3, 6] reward=+0.042
[STEP] az=266.69 prev_primary=3 action=[5, 6] reward=-0.027
[STEP] az=322.39 prev_primary=5 action=[3, 2] reward=+1.256
[STEP] az=326.71 prev_primary=3 action=[3, 4] reward=+0.592
[STEP] az=270.00 prev_primary=3 action=[4, 6] reward=+1.106
[STEP] az=333.50 prev_primary=4 action=[5, 6] reward=+0.655
[STEP] az=333.50 prev_primary=5 action=[3, 4] reward=+0.699
[STEP] az=270.00 prev_primary=3 action=[6, 4] reward=+0.278
[STEP] az=37.94 prev_primary=6 action=[5, 4] reward=+1.775
[STEP] az=4.63 prev_primary=5 action=[2, 5] reward=+0.249
[STEP] az=314.68 prev_primary=2 action=[6, 4] reward=+0.943
[STEP] az=37.97 prev_primary=6 action=[4, 3] reward=+0.077
[STEP] az=345.00 prev_primary=4 action=[2, 6] reward=+0.191
[STEP] az=317.81 prev_primary=2 action=[4, 2] reward=+1.255
[STEP] az=327.60 prev_primary=4 action=[5, 3] reward=+1.966
[STEP] az=320.36 prev_primary=5 action=[6, 2] reward=-1.000
[STEP] az=320.36 prev_primary=6 action=[1, 4] reward=-0.006
[STEP] az=305.86 prev_primary=1 action=[6, 2] reward=-1.000
[STEP] az=305.86 prev_primary=6 action=[1, 5] reward=+0.558
[STEP] az=304.96 prev_primary=1 action=[6, 1] reward=-0.088
[STEP] az=327.40 prev_primary=6 action=[2, 1] reward=+0.078
[STEP] az=294.06 prev_primary=2 action=[5, 3] reward=+0.262
[STEP] az=320.42 prev_primary=5 action=[1, 5] reward=-0.554
[STEP] az=298.32 prev_primary=1 action=[6, 2] reward=-0.421
[STEP] az=12.32 prev_primary=6 action=[4, 5] reward=+0.302
[STEP] az=325.77 prev_primary=4 action=[6, 1] reward=+1.743
[STEP] az=327.43 prev_primary=6 action=[4, 1] reward=+1.405
[STEP] az=321.92 prev_primary=4 action=[4, 5] reward=+0.933
[S1] Ep    5/500 | reward= +23.80 | success=43/50
  cases : leaf_fail=5  primary_fail=2  success=43
  avg   : Rprimary=+0.841(all)  Rangle=-0.910  Rbest=-0.769  R_bta=+0.002
  total : Rprimary=+42.0  Rangle=-39.1  Rbest=-33.1  R_bta=+0.1
[STEP] az=293.81 prev_primary=3 action=[5, 4] reward=+0.250
[STEP] az=313.38 prev_primary=5 action=[6, 4] reward=+1.184
[STEP] az=37.30 prev_primary=6 action=[4, 2] reward=+1.849
[STEP] az=37.30 prev_primary=4 action=[1, 5] reward=+0.484
[STEP] az=119.08 prev_primary=1 action=[2, 5] reward=+0.800
[STEP] az=219.29 prev_primary=2 action=[2, 4] reward=+1.250
[STEP] az=172.98 prev_primary=2 action=[1, 2] reward=+1.186
[STEP] az=172.98 prev_primary=1 action=[6, 2] reward=+0.009
[STEP] az=172.98 prev_primary=6 action=[4, 2] reward=-0.008
[STEP] az=172.98 prev_primary=4 action=[1, 2] reward=+1.186
[STEP] az=172.98 prev_primary=1 action=[2, 5] reward=+1.250
[STEP] az=219.29 prev_primary=2 action=[6, 4] reward=+0.034
[STEP] az=37.27 prev_primary=6 action=[5, 4] reward=+1.785
[STEP] az=318.93 prev_primary=5 action=[6, 4] reward=+1.267
[STEP] az=318.93 prev_primary=6 action=[4, 3] reward=+1.726
[STEP] az=352.80 prev_primary=4 action=[4, 6] reward=+0.292
[STEP] az=204.16 prev_primary=4 action=[4, 6] reward=+1.992
[STEP] az=204.19 prev_primary=4 action=[3, 1] reward=+0.042
[STEP] az=289.80 prev_primary=3 action=[2, 3] reward=+1.106
[STEP] az=230.48 prev_primary=2 action=[6, 1] reward=+1.045
[STEP] az=326.72 prev_primary=6 action=[4, 1] reward=+1.987
[STEP] az=4.09 prev_primary=4 action=[6, 2] reward=+1.992
[STEP] az=4.09 prev_primary=6 action=[6, 5] reward=+1.026
[STEP] az=266.72 prev_primary=6 action=[6, 5] reward=+2.000
[STEP] az=266.74 prev_primary=6 action=[2, 6] reward=+0.825
[STEP] az=179.82 prev_primary=2 action=[6, 2] reward=+0.000
[STEP] az=179.82 prev_primary=6 action=[4, 3] reward=+1.117
[STEP] az=188.87 prev_primary=4 action=[6, 2] reward=+0.014
[STEP] az=182.21 prev_primary=6 action=[6, 1] reward=+0.256
[STEP] az=326.73 prev_primary=6 action=[4, 2] reward=+1.765
[STEP] az=326.73 prev_primary=4 action=[3, 1] reward=+1.898
[STEP] az=292.62 prev_primary=3 action=[5, 1] reward=+1.548
[STEP] az=309.54 prev_primary=5 action=[1, 2] reward=+0.109
[STEP] az=309.54 prev_primary=1 action=[4, 5] reward=+1.670
[STEP] az=255.26 prev_primary=4 action=[3, 4] reward=+0.045
[STEP] az=270.00 prev_primary=3 action=[5, 4] reward=+0.032
[STEP] az=318.29 prev_primary=5 action=[3, 1] reward=+1.827
[STEP] az=293.19 prev_primary=3 action=[4, 3] reward=+1.929
[STEP] az=340.53 prev_primary=4 action=[4, 3] reward=+1.437
[STEP] az=350.09 prev_primary=4 action=[1, 5] reward=-0.007
[STEP] az=117.95 prev_primary=1 action=[4, 1] reward=+0.004
[STEP] az=2.43 prev_primary=4 action=[2, 3] reward=-0.178
[STEP] az=230.48 prev_primary=2 action=[6, 1] reward=+1.045
[STEP] az=326.74 prev_primary=6 action=[3, 1] reward=+1.898
[STEP] az=288.73 prev_primary=3 action=[6, 4] reward=+0.804
[STEP] az=37.26 prev_primary=6 action=[5, 2] reward=+1.990
[STEP] az=37.26 prev_primary=5 action=[1, 6] reward=+0.990
[STEP] az=34.24 prev_primary=1 action=[5, 1] reward=+1.724
[STEP] az=28.68 prev_primary=5 action=[1, 6] reward=+0.969
[STEP] az=32.16 prev_primary=1 action=[1, 4] reward=+1.087
[S1] Ep    6/500 | reward= +50.53 | success=39/50
  cases : leaf_fail=11  success=39
  avg   : Rprimary=+0.929(all)  Rangle=-0.897  Rbest=-0.429  R_bta=+0.094
  total : Rprimary=+46.5  Rangle=-35.0  Rbest=-16.7  R_bta=+3.7
[STEP] az=0.00 prev_primary=2 action=[2, 4] reward=+0.876
[STEP] az=85.16 prev_primary=2 action=[1, 3] reward=+0.624
[STEP] az=85.16 prev_primary=1 action=[1, 5] reward=+0.721
[STEP] az=157.36 prev_primary=1 action=[2, 5] reward=+1.565
[STEP] az=157.36 prev_primary=2 action=[6, 4] reward=+0.323
[STEP] az=39.06 prev_primary=6 action=[4, 2] reward=+1.857
[STEP] az=81.93 prev_primary=4 action=[3, 6] reward=+1.846
[STEP] az=62.85 prev_primary=3 action=[5, 4] reward=+1.788
[STEP] az=79.06 prev_primary=5 action=[5, 3] reward=+0.507
[STEP] az=79.06 prev_primary=5 action=[3, 1] reward=+1.072
[STEP] az=79.06 prev_primary=3 action=[4, 6] reward=+0.308
[STEP] az=201.92 prev_primary=4 action=[1, 2] reward=+0.310
[STEP] az=74.36 prev_primary=1 action=[1, 6] reward=+1.046
[STEP] az=140.16 prev_primary=1 action=[6, 3] reward=+0.237
[STEP] az=144.49 prev_primary=6 action=[6, 5] reward=+0.463
[STEP] az=116.45 prev_primary=6 action=[4, 2] reward=+0.491
[STEP] az=84.26 prev_primary=4 action=[4, 2] reward=+1.116
[STEP] az=81.66 prev_primary=4 action=[6, 3] reward=+0.090
[STEP] az=62.72 prev_primary=6 action=[5, 1] reward=+1.187
[STEP] az=62.72 prev_primary=5 action=[4, 3] reward=+0.150
[STEP] az=90.00 prev_primary=4 action=[2, 4] reward=+1.180
[STEP] az=88.04 prev_primary=2 action=[4, 1] reward=+0.322
[STEP] az=88.04 prev_primary=4 action=[3, 5] reward=-0.204
[STEP] az=156.11 prev_primary=3 action=[5, 3] reward=-0.181
[STEP] az=322.51 prev_primary=5 action=[1, 6] reward=-0.540
[STEP] az=140.12 prev_primary=1 action=[4, 1] reward=+0.027
[STEP] az=177.50 prev_primary=4 action=[6, 4] reward=+0.095
[STEP] az=39.15 prev_primary=6 action=[6, 2] reward=+1.896
[STEP] az=62.53 prev_primary=6 action=[2, 4] reward=+0.664
[STEP] az=85.25 prev_primary=2 action=[3, 1] reward=+0.979
[STEP] az=85.25 prev_primary=3 action=[1, 2] reward=+1.440
[STEP] az=74.46 prev_primary=1 action=[6, 5] reward=+0.055
[STEP] az=87.71 prev_primary=6 action=[4, 6] reward=+0.046
[STEP] az=202.05 prev_primary=4 action=[6, 5] reward=+1.506
[STEP] az=97.84 prev_primary=6 action=[3, 5] reward=+1.505
[STEP] az=156.08 prev_primary=3 action=[6, 2] reward=+0.084
[STEP] az=58.49 prev_primary=6 action=[5, 6] reward=+1.675
[STEP] az=93.33 prev_primary=5 action=[2, 1] reward=-0.050
[STEP] az=107.90 prev_primary=2 action=[1, 5] reward=+1.031
[STEP] az=176.48 prev_primary=1 action=[1, 2] reward=-1.000
[STEP] az=176.48 prev_primary=1 action=[6, 5] reward=+1.267
[STEP] az=105.34 prev_primary=6 action=[5, 1] reward=+0.533
[STEP] az=105.34 prev_primary=5 action=[2, 6] reward=+1.348
[STEP] az=120.17 prev_primary=2 action=[3, 4] reward=-1.000
[STEP] az=120.17 prev_primary=3 action=[5, 1] reward=+0.332
[STEP] az=120.17 prev_primary=5 action=[3, 6] reward=-1.000
[STEP] az=120.17 prev_primary=3 action=[6, 3] reward=-0.023
[STEP] az=150.09 prev_primary=6 action=[6, 2] reward=+0.138
[STEP] az=60.99 prev_primary=6 action=[5, 1] reward=+1.212
[STEP] az=60.99 prev_primary=5 action=[4, 5] reward=+0.067
[S1] Ep    7/500 | reward= +29.98 | success=36/50
  cases : leaf_fail=11  primary_fail=3  success=36
  avg   : Rprimary=+0.809(all)  Rangle=-0.776  Rbest=-0.524  R_bta=-0.126
  total : Rprimary=+40.4  Rangle=-27.9  Rbest=-18.9  R_bta=-4.5
[STEP] az=102.58 prev_primary=6 action=[4, 3] reward=+0.032
[STEP] az=102.58 prev_primary=4 action=[2, 6] reward=+1.258
[STEP] az=54.10 prev_primary=2 action=[4, 6] reward=+0.037
[STEP] az=108.77 prev_primary=4 action=[5, 1] reward=+0.444
[STEP] az=347.81 prev_primary=5 action=[5, 4] reward=+0.919
[STEP] az=79.25 prev_primary=5 action=[4, 1] reward=+0.467
[STEP] az=44.03 prev_primary=4 action=[2, 6] reward=+0.166
[STEP] az=54.84 prev_primary=2 action=[4, 1] reward=+0.957
[STEP] az=43.60 prev_primary=4 action=[1, 4] reward=+1.342
[STEP] az=53.17 prev_primary=1 action=[4, 3] reward=-0.230
[STEP] az=53.17 prev_primary=4 action=[4, 5] reward=-1.047
[STEP] az=79.15 prev_primary=4 action=[2, 4] reward=+0.256
[STEP] az=36.87 prev_primary=2 action=[2, 4] reward=-0.561
[STEP] az=30.42 prev_primary=2 action=[1, 6] reward=-0.122
[STEP] az=59.50 prev_primary=1 action=[6, 5] reward=-0.892
[STEP] az=93.22 prev_primary=6 action=[6, 2] reward=+0.961
[STEP] az=14.79 prev_primary=6 action=[6, 1] reward=+1.733
[STEP] az=12.92 prev_primary=6 action=[2, 1] reward=+0.743
[STEP] az=52.39 prev_primary=2 action=[2, 3] reward=-0.081
